username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Peggy Dolane,1647501,"Seattle, WA",2023-01-13 17:04:08,"Keenan Anderson
#blm",0,Twitter Web App,
Snatch the Pebble,1586760815868190720,"Seattle, WA",2023-01-13 16:58:28,@BBN584246811 @CoachPCong @abhavsar BLM. Because 'kill whitey' is not WOKE enough.,0,Twitter for iPhone,
"Bear, Man Dangerous",1546265773772918784,"Seattle, WA",2023-01-13 15:57:05,@libsoftiktok This is great! All students should feel included and not have to worry about homophobes and bigots!… https://t.co/ZzmJjbNXZF,0,Twitter Web App,
Pamela Reinskou ✌🏼,65129573,Sammamish,2023-01-13 08:19:47,@taradublinrocks According to Faux news &amp; other RWNJs Portland was burned down by BLM. Did you visit Powell Book St… https://t.co/Kl4yyubBG0,0,Twitter for iPad,
Jo,46790719,"Seattle, Washington",2023-01-13 05:07:57,@JackPosobiec When will bad guys learn that they have a choice to comply with police commands and face the conseque… https://t.co/ppVdXXNpiL,0,Twitter for iPhone,
Rob g,1572643271914168321,"Seattle, WA",2023-01-13 02:16:38,"@seanhannity It won’t matter, the cults will continue to say it was antifa or blm dressed in trump clothes.",0,Twitter for iPhone,
John Edward-Walker,1001051094,"Seattle, WA",2023-01-12 23:14:52,@_M_I_N_T_T_U @shae33172 @Malakof5thAve Nestle' gets 60%+ of their coco directly from human trafficked slave childr… https://t.co/BFGfdWTBzT,1,Twitter Web App,
Michael Chang,1337300543539007489,Seattle WA,2023-01-12 21:05:48,"@libsoftiktok I wouldn't do a dam thing, a simple image doesn't hurt my feelings. The KKK, BLM, Black Panthers and… https://t.co/dBu6kpE80z",0,Twitter for Android,
job k democrat,1157430741631787009,"Seattle, WA",2023-01-12 20:37:30,"My most popular tweet was a hateful homophobic tweet directed at a Black Lesbian couple, It had 30k views, and I wa… https://t.co/qVLxaqG34T",0,Twitter Web App,
Garrett Fisher,32521025,"Seattle, WA",2023-01-12 17:32:02,"An 18-year-old mayor: and youth paves the way for our future. 

https://t.co/nqaTND0lw2

#politics #culture #news #blm #arts",0,SocialDog for Twitter,
DOGEPOOL,1376075292234555394,Seattle,2023-01-12 17:26:15,@ZeekArkham You are 100% correct sir. BLM movement has always been an insult to black Americans.,2,Twitter for Android,
hertzi shwartz,28915268,Seattle WA,2023-01-12 16:46:39,"@jasonrantz @benshapiro There's a narrative to keep the hate, and the divide going and as a result maintaining the… https://t.co/60dOwRtV4m",0,Twitter for Android,
Daniel Nguyen,1490522834459762688,"Seattle, Washington",2023-01-12 06:21:52,"@michaeloburns He is left wing. He supported BLM, and is quite fair when interviewing leftist.",0,Twitter for Android,
Jim Connor,386030616,"Seattle, WA",2023-01-12 04:34:28,"@ZeekArkham With all that we now know about the organization, is there truly anyone still advocating for BLM?",0,Twitter for iPhone,
TheEmpress,873980421351981056,Seattle WA,2023-01-12 04:22:58,"@SpeakerMcCarthy What about gas prices, inflation, your state of California's flooding disaster???

GOP bill says o… https://t.co/TiF2DcAPJt",0,Twitter Web App,
AntoinetteBonsignore,219855077,"Kirkland, WA",2023-01-12 03:09:16,Take action and urge the Bureau of Land Management (BLM) to protect the Thompson Divide in Colorado:… https://t.co/KqAHg9vkpS,0,Twitter for iPad,
timothy,1096962298890018817,"Mercer Island, WA",2023-01-12 01:16:50,"@chipfranklin Lies, plus you ignore the fact blm and like the 800 dead cops that came from that propaganda.",0,Twitter for Android,
Shelliebean,1184910356096811008,"Seattle, WA",2023-01-12 00:20:49,@FrankMikeDavis1 Murdered two BLM protesters? That's all it takes for MAGAs.,0,Twitter Web App,
Justice for Herbert Hightower Jr.,1292046005236424704,"Seattle, WA",2023-01-11 23:26:45,Enough is enough. https://t.co/cHIJzEE7B6 #justiceforallvictimsofpoliceviolence #policeaccountability #blm… https://t.co/Ds5oWylKaU,0,Twitter for iPhone,
Dress Decorum,1602805830860296192,"Bellevue, WA",2023-01-11 22:03:53,"20% Off all accessories, this week only! https://t.co/ZYpFJM8YKx discount auto at checkout. Sale ends 1/14/2023… https://t.co/BTIoSPTLR2",0,Twitter Web App,
Shawn Hereth,1590608720027082753,"Seattle, WA",2023-01-11 22:03:53,@SariellaForever @paramaniac9 @ogilville1 @LummHandy @Nockit1 @JimeeLiberty @SkepticalMutant @jaxxdragonan… https://t.co/YmgWcTuf8v,0,Twitter for Android,
Freckled Face Hustler,1598376621664133121,"Seattle, WA",2023-01-11 19:18:07,"@robreiner Antifa and BLM did much more damage to our democracy, the rules of law and order and our society than a… https://t.co/Ba4roPhbWq",0,Twitter Web App,
megan,154147895,"Seattle, WA",2023-01-11 18:00:46,"@fenderguy64 @RayaRizona78 @AirGordo78 @RepJeffries Some on the left, of course. What do you mean BLM scam?",0,Twitter for iPhone,
Freedom Reels,1595226877605838848,"Seattle, WA",2023-01-11 16:24:40,@THR Biggest grifter since BLM,0,Twitter for iPhone,
Stephen,23994049,"Seattle, WA",2023-01-11 02:38:28,"@pjensenbissell @spizzyspose Also, we all are the byproduct of CYY and BLM",0,Twitter for iPhone,
pat frost,1302371982097350656,Seattle,2023-01-11 01:24:16,"@KIRO7Seattle Since the BLM Riots and Defund the Police movement in 2020, the Puget Sound Business Journal analysis… https://t.co/JUGRKSKpoT",0,Twitter Web App,
MSN,15856435,"Redmond, WA, USA",2023-01-11 01:21:01,Georgia district sued by Black students for banning pro-BLM attire: 'Unconstitutional' https://t.co/IMUWG9Qdpk,1,OxfordBlue-Twitter,
MGOMARLEY🏁,1352359349360857088,"Seattle, WA",2023-01-11 00:27:50,@Anaba1980 @TorraineWalker Seeing the murder rates in the inner city  since blm 2020 prove her point ….,0,Twitter for iPhone,
Tim,955522133563654144,"Seattle, WA",2023-01-10 21:01:44,@bjboogie02 @jseattle Colorful BLM is still above the bathrooms.,0,Twitter for iPhone,
"What’s Your Damage, Heather?",1356437353598832641,"Seattle, WA",2023-01-10 20:44:11,"@yldreamin69 @ZaleskiLuke @RepMattGaetz Again, they can’t definitively conclude that it was a result of the injurie… https://t.co/To6NUbBQ1H",0,Twitter for iPhone,
WA Ethnic Studies Now,1259894251460022272,"Seattle, WA",2023-01-10 20:17:10,"Join WAESN &amp; SCORE to prep for #BlackLivesMatterAtSchool week of action!

Learn history of this movement, hear from… https://t.co/UyBIdMO1Rm",1,Twitter for Android,
B.J.Boogie 🎹📷😎🔰,488224625,Seattle,2023-01-10 19:59:13,@jseattle did they ever remove the big color BLM graffiti from the clubhouse? ... there shouldn't be political sign… https://t.co/KJWp1Fcogs,0,Twitter Web App,
